file_path,access_count,recency_seconds,age_seconds
/tier_data/hot_file_75.txt,46,2924.04,16544.04
/tier_data/hot_file_76.txt,48,344.04,9344.04
/tier_data/hot_file_77.txt,43,404.04,14684.04
/tier_data/hot_file_78.txt,45,344.04,16424.04
/tier_data/hot_file_79.txt,51,344.04,17204.04
/tier_data/hot_file_80.txt,49,2024.04,13724.04
/tier_data/hot_file_81.txt,45,1184.04,10904.04
/tier_data/hot_file_82.txt,40,2624.04,12824.04
/tier_data/hot_file_83.txt,49,824.04,16544.04
/tier_data/hot_file_84.txt,48,1184.04,7964.04
/tier_data/hot_file_85.txt,48,2024.04,6824.04
/tier_data/hot_file_86.txt,50,164.04,17024.04
/tier_data/hot_file_87.txt,56,2864.04,10664.04
/tier_data/hot_file_88.txt,47,1304.04,7964.04
/tier_data/hot_file_89.txt,45,1304.04,7904.04
/tier_data/hot_file_90.txt,44,2924.04,6044.04
/tier_data/hot_file_91.txt,53,1004.04,7244.04
/tier_data/hot_file_92.txt,45,2324.04,17444.04
/tier_data/hot_file_93.txt,43,464.04,16784.04
/tier_data/hot_file_94.txt,44,1184.04,15044.04
/tier_data/hot_file_95.txt,37,2984.04,7184.04
/tier_data/hot_file_96.txt,37,164.04,4604.04
/tier_data/hot_file_97.txt,46,1004.04,7484.04
/tier_data/hot_file_98.txt,45,1364.04,4784.04
/tier_data/hot_file_99.txt,37,284.04,15584.04
/tier_data/hot_file_100.txt,41,404.04,8444.04
/tier_data/hot_file_101.txt,52,224.04,4724.04
/tier_data/hot_file_102.txt,38,1904.04,12764.04
/tier_data/hot_file_103.txt,45,2084.04,14564.04
/tier_data/hot_file_104.txt,41,704.04,8804.04
/tier_data/hot_file_105.txt,35,704.04,13904.04
/tier_data/hot_file_106.txt,37,2444.04,12044.04
/tier_data/hot_file_107.txt,51,2864.04,4184.04
/tier_data/hot_file_108.txt,38,1004.04,17144.04
/tier_data/hot_file_109.txt,36,1964.04,10604.04
/tier_data/hot_file_110.txt,40,404.04,14144.04
/tier_data/hot_file_111.txt,50,284.04,16664.04
/tier_data/hot_file_112.txt,40,464.04,11264.04
/tier_data/hot_file_113.txt,37,2744.04,11624.04
/tier_data/hot_file_114.txt,41,1724.04,13004.04
/tier_data/hot_file_115.txt,53,1784.04,6824.04
/tier_data/hot_file_116.txt,39,1424.04,3644.04
/tier_data/hot_file_117.txt,50,944.04,7004.04
/tier_data/hot_file_118.txt,52,464.04,5624.04
/tier_data/hot_file_119.txt,32,824.04,11744.04
/tier_data/hot_file_120.txt,31,1904.04,15284.04
/tier_data/hot_file_121.txt,45,2384.04,12704.04
/tier_data/hot_file_122.txt,47,1124.04,14324.04
/tier_data/hot_file_123.txt,44,1904.04,4904.04
/tier_data/hot_file_124.txt,44,2684.04,15764.04
/tier_data/hot_file_125.txt,52,1304.04,5564.04
/tier_data/hot_file_126.txt,40,2864.04,16424.04
/tier_data/hot_file_127.txt,46,2804.04,6344.04
/tier_data/hot_file_128.txt,44,2864.04,8624.04
/tier_data/hot_file_129.txt,47,2984.04,16664.04
/tier_data/hot_file_130.txt,51,104.04,14144.04
/tier_data/hot_file_131.txt,42,1604.04,14924.04
/tier_data/hot_file_132.txt,50,224.04,9944.04
/tier_data/hot_file_133.txt,44,1064.04,7664.04
/tier_data/hot_file_134.txt,42,2744.04,9404.04
/tier_data/hot_file_135.txt,35,944.04,8684.04
/tier_data/hot_file_136.txt,41,404.04,7124.04
/tier_data/hot_file_137.txt,48,1304.04,9224.04
/tier_data/hot_file_138.txt,42,704.04,5624.04
/tier_data/hot_file_139.txt,42,1664.04,5564.04
/tier_data/hot_file_140.txt,47,1064.04,16724.04
/tier_data/hot_file_141.txt,51,2144.04,6524.04
/tier_data/hot_file_142.txt,46,104.04,6464.04
/tier_data/hot_file_143.txt,48,2144.04,7364.04
/tier_data/hot_file_144.txt,30,1784.04,14624.04
/tier_data/hot_file_145.txt,53,944.04,10304.04
/tier_data/hot_file_146.txt,48,284.04,8924.04
/tier_data/hot_file_147.txt,32,1244.04,7004.04
/tier_data/hot_file_148.txt,45,2504.04,8384.04
/tier_data/hot_file_149.txt,43,164.04,6884.04
/tier_data/hot_file_150.txt,43,1064.04,14384.04
/tier_data/hot_file_151.txt,33,704.04,14264.04
/tier_data/hot_file_152.txt,37,1724.04,16664.04
/tier_data/hot_file_153.txt,50,2504.04,16244.04
/tier_data/hot_file_154.txt,47,1484.04,14024.04
/tier_data/hot_file_155.txt,36,584.04,10424.04
/tier_data/hot_file_156.txt,38,2624.04,6224.04
/tier_data/hot_file_157.txt,37,2144.04,11384.04
/tier_data/hot_file_158.txt,56,1844.04,6644.04
/tier_data/hot_file_159.txt,52,2924.04,4064.04
/tier_data/hot_file_160.txt,51,1124.04,10184.04
/tier_data/hot_file_161.txt,46,2864.04,7124.04
/tier_data/hot_file_162.txt,38,284.04,4544.04
/tier_data/hot_file_163.txt,36,2684.04,5924.04
/tier_data/hot_file_164.txt,43,1364.04,17504.04
/tier_data/hot_file_165.txt,39,2624.04,15824.04
/tier_data/hot_file_166.txt,34,224.04,8804.04
/tier_data/hot_file_167.txt,38,284.04,8864.04
/tier_data/hot_file_168.txt,37,644.04,9344.04
/tier_data/hot_file_169.txt,52,2324.04,17084.04
/tier_data/hot_file_170.txt,51,1244.04,10724.04
/tier_data/hot_file_171.txt,41,2504.04,10304.04
/tier_data/hot_file_172.txt,44,884.04,10484.04
/tier_data/hot_file_173.txt,44,1604.04,13184.04
/tier_data/hot_file_174.txt,48,2144.04,11144.04
/tier_data/hot_file_175.txt,55,884.04,3824.04
/tier_data/hot_file_176.txt,45,1304.04,15104.04
/tier_data/hot_file_177.txt,35,1064.04,11684.04
/tier_data/hot_file_178.txt,44,2864.04,9404.04
/tier_data/hot_file_179.txt,44,1304.04,18044.04
/tier_data/hot_file_180.txt,46,1544.04,12044.04
/tier_data/hot_file_181.txt,52,2564.04,17324.04
/tier_data/hot_file_182.txt,46,1784.04,10364.04
/tier_data/hot_file_183.txt,52,2264.04,11564.04
/tier_data/hot_file_184.txt,41,1304.04,11084.04
/tier_data/hot_file_185.txt,48,2144.04,10844.04
/tier_data/hot_file_186.txt,43,3044.04,11024.04
/tier_data/hot_file_187.txt,45,584.04,11924.04
/tier_data/hot_file_188.txt,53,464.04,11564.04
/tier_data/hot_file_189.txt,40,2264.04,11744.04
/tier_data/hot_file_190.txt,45,644.04,13304.04
/tier_data/hot_file_191.txt,55,2864.04,14504.04
/tier_data/hot_file_192.txt,45,2924.04,15944.04
/tier_data/hot_file_193.txt,52,2144.04,13484.04
/tier_data/hot_file_194.txt,37,404.04,3944.04
/tier_data/hot_file_195.txt,43,344.04,13844.04
/tier_data/hot_file_196.txt,54,2144.04,17744.04
/tier_data/hot_file_197.txt,53,824.04,12344.04
/tier_data/hot_file_198.txt,42,944.04,6704.04
/tier_data/hot_file_199.txt,48,2744.04,16184.04
/tier_data/hot_file_200.txt,39,1364.04,14324.04
/tier_data/warm_file_201.txt,6,2084.04,15944.04
/tier_data/warm_file_202.txt,12,1244.04,14564.04
/tier_data/warm_file_203.txt,8,1304.04,16664.04
/tier_data/warm_file_204.txt,10,2804.04,10004.04
/tier_data/warm_file_205.txt,15,1664.04,8924.04
/tier_data/warm_file_206.txt,12,464.04,5684.04
/tier_data/warm_file_207.txt,12,2084.04,8864.04
/tier_data/warm_file_208.txt,13,2024.04,8864.04
/tier_data/warm_file_209.txt,18,1844.04,15584.04
/tier_data/warm_file_210.txt,14,2024.04,4064.04
/tier_data/warm_file_211.txt,16,1844.04,10784.04
/tier_data/warm_file_212.txt,17,1964.04,6164.04
/tier_data/warm_file_213.txt,17,2864.04,9524.04
/tier_data/warm_file_214.txt,14,2084.04,4544.04
/tier_data/warm_file_215.txt,17,2144.04,4424.04
/tier_data/warm_file_216.txt,8,1724.04,5804.04
/tier_data/warm_file_217.txt,12,1124.04,12824.04
/tier_data/warm_file_218.txt,12,1544.04,5804.04
/tier_data/warm_file_219.txt,10,1544.04,8984.04
/tier_data/warm_file_220.txt,17,584.04,7244.04
/tier_data/warm_file_221.txt,9,344.04,9464.04
/tier_data/warm_file_222.txt,12,1604.04,8564.04
/tier_data/warm_file_223.txt,12,2564.04,11564.04
/tier_data/warm_file_224.txt,18,644.04,17984.04
/tier_data/warm_file_225.txt,10,164.04,4904.04
/tier_data/warm_file_226.txt,11,1064.04,12584.04
/tier_data/warm_file_227.txt,9,2924.04,12164.04
/tier_data/warm_file_228.txt,14,1424.04,15044.04
/tier_data/warm_file_229.txt,10,1424.04,16304.04
/tier_data/warm_file_230.txt,13,1724.04,5264.04
/tier_data/warm_file_231.txt,14,2324.04,6104.04
/tier_data/warm_file_232.txt,15,2804.04,11444.04
/tier_data/warm_file_233.txt,14,824.04,9404.04
/tier_data/warm_file_234.txt,17,644.04,14504.04
/tier_data/warm_file_235.txt,14,1544.04,17984.04
/tier_data/warm_file_236.txt,11,2024.04,10904.04
/tier_data/warm_file_237.txt,14,2984.04,14684.04
/tier_data/warm_file_238.txt,12,284.04,14264.04
/tier_data/warm_file_239.txt,12,1184.04,9284.04
/tier_data/warm_file_240.txt,12,2024.04,17504.04
/tier_data/warm_file_241.txt,11,524.04,17324.04
/tier_data/warm_file_242.txt,14,2684.04,4844.04
/tier_data/warm_file_243.txt,18,1004.04,18044.04
/tier_data/warm_file_244.txt,17,944.04,16844.04
/tier_data/warm_file_245.txt,14,1304.04,10544.04
/tier_data/warm_file_246.txt,15,1064.04,9764.04
/tier_data/warm_file_247.txt,16,584.04,7484.04
/tier_data/warm_file_248.txt,16,2624.04,8384.04
/tier_data/warm_file_249.txt,10,1904.04,17804.04
/tier_data/warm_file_250.txt,17,1004.04,4964.04
/tier_data/warm_file_251.txt,13,824.04,16424.04
/tier_data/warm_file_252.txt,11,824.04,7364.04
/tier_data/warm_file_253.txt,16,404.04,17684.04
/tier_data/warm_file_254.txt,12,1784.04,7004.04
/tier_data/warm_file_255.txt,19,2324.04,6104.04
/tier_data/warm_file_256.txt,8,1664.04,12404.04
/tier_data/warm_file_257.txt,6,2924.04,17804.04
/tier_data/warm_file_258.txt,11,2984.04,4544.04
/tier_data/warm_file_259.txt,14,2504.04,6524.04
/tier_data/warm_file_260.txt,7,284.04,16484.04
/tier_data/warm_file_261.txt,8,2024.04,11324.04
/tier_data/warm_file_262.txt,7,2924.04,10964.04
/tier_data/warm_file_263.txt,16,284.04,13904.04
/tier_data/warm_file_264.txt,12,1964.04,14084.04
/tier_data/warm_file_265.txt,14,2924.04,6944.04
/tier_data/warm_file_266.txt,17,1364.04,7844.04
/tier_data/warm_file_267.txt,10,1964.04,5204.04
/tier_data/warm_file_268.txt,14,2204.04,9164.04
/tier_data/warm_file_269.txt,10,1544.04,5924.04
/tier_data/warm_file_270.txt,9,344.04,15704.04
/tier_data/warm_file_271.txt,14,2984.04,9164.04
/tier_data/warm_file_272.txt,12,2984.04,6464.04
/tier_data/warm_file_273.txt,14,464.04,5744.04
/tier_data/warm_file_274.txt,17,2204.04,16604.04
/tier_data/warm_file_275.txt,19,2564.04,12044.04
/tier_data/warm_file_276.txt,17,1064.04,9104.04
/tier_data/warm_file_277.txt,18,2804.04,15764.04
/tier_data/warm_file_278.txt,18,2084.04,10364.04
/tier_data/warm_file_279.txt,12,2324.04,13784.04
/tier_data/warm_file_280.txt,12,1064.04,13304.04
/tier_data/warm_file_281.txt,16,2624.04,6764.04
/tier_data/warm_file_282.txt,17,1064.04,15464.04
/tier_data/warm_file_283.txt,12,2144.04,14924.04
/tier_data/warm_file_284.txt,18,164.04,14624.04
/tier_data/warm_file_285.txt,12,464.04,13544.04
/tier_data/warm_file_286.txt,16,524.04,7484.04
/tier_data/warm_file_287.txt,8,1244.04,17384.04
/tier_data/warm_file_288.txt,9,284.04,4544.04
/tier_data/warm_file_289.txt,11,2924.04,9704.04
/tier_data/warm_file_290.txt,15,2624.04,15104.04
/tier_data/warm_file_291.txt,9,2864.04,11984.04
/tier_data/warm_file_292.txt,16,1544.04,5084.04
/tier_data/warm_file_293.txt,9,584.04,11564.04
/tier_data/warm_file_294.txt,15,1184.04,6104.04
/tier_data/warm_file_295.txt,14,2324.04,6884.04
/tier_data/warm_file_296.txt,10,2504.04,5864.04
/tier_data/warm_file_297.txt,9,2204.04,10784.04
/tier_data/warm_file_298.txt,17,1244.04,11984.04
/tier_data/warm_file_299.txt,13,1484.04,4544.04
/tier_data/warm_file_300.txt,13,1544.04,8744.04
/tier_data/warm_file_301.txt,20,2864.04,12884.04
/tier_data/warm_file_302.txt,14,224.04,10124.04
/tier_data/warm_file_303.txt,11,344.04,4484.04
/tier_data/warm_file_304.txt,14,1784.04,17924.04
/tier_data/warm_file_305.txt,19,884.04,7544.04
/tier_data/warm_file_306.txt,12,2324.04,15104.04
/tier_data/warm_file_307.txt,11,764.04,17984.04
/tier_data/warm_file_308.txt,19,1004.04,11624.04
/tier_data/warm_file_309.txt,11,2684.04,13184.04
/tier_data/warm_file_310.txt,11,524.04,15404.04
/tier_data/warm_file_311.txt,12,2024.04,4004.04
/tier_data/warm_file_312.txt,18,584.04,6044.04
/tier_data/warm_file_313.txt,8,1064.04,8144.04
/tier_data/warm_file_314.txt,9,1064.04,17324.04
/tier_data/warm_file_315.txt,9,1724.04,9764.04
/tier_data/warm_file_316.txt,18,2024.04,8444.04
/tier_data/warm_file_317.txt,17,2924.04,9644.04
/tier_data/warm_file_318.txt,11,2564.04,16544.04
/tier_data/warm_file_319.txt,14,584.04,10484.04
/tier_data/warm_file_320.txt,13,1004.04,12464.04
/tier_data/warm_file_321.txt,17,2504.04,16124.04
/tier_data/warm_file_322.txt,13,464.04,8504.04
/tier_data/warm_file_323.txt,16,1364.04,7004.04
/tier_data/warm_file_324.txt,19,1784.04,5384.04
/tier_data/warm_file_325.txt,15,2204.04,14324.04
/tier_data/warm_file_326.txt,16,764.04,5864.04
/tier_data/warm_file_327.txt,14,2624.04,11384.04
/tier_data/warm_file_328.txt,10,1064.04,6164.04
/tier_data/warm_file_329.txt,10,1724.04,4664.04
/tier_data/warm_file_330.txt,12,2324.04,10364.04
/tier_data/warm_file_331.txt,17,2384.04,6704.04
/tier_data/warm_file_332.txt,7,1304.04,15584.04
/tier_data/warm_file_333.txt,17,1664.04,9464.04
/tier_data/warm_file_334.txt,16,1364.04,12584.04
/tier_data/warm_file_335.txt,11,1484.04,17444.04
/tier_data/warm_file_336.txt,12,1424.04,5204.04
/tier_data/warm_file_337.txt,15,2444.04,4964.04
/tier_data/warm_file_338.txt,13,2744.04,9644.04
/tier_data/warm_file_339.txt,18,1544.04,14744.04
/tier_data/warm_file_340.txt,14,2684.04,15224.04
/tier_data/warm_file_341.txt,14,464.04,9584.04
/tier_data/warm_file_342.txt,8,2204.04,5624.04
/tier_data/warm_file_343.txt,11,1244.04,10484.04
/tier_data/warm_file_344.txt,9,2864.04,5924.04
/tier_data/warm_file_345.txt,18,1184.04,17024.04
/tier_data/warm_file_346.txt,10,2564.04,6644.04
/tier_data/warm_file_347.txt,17,3044.04,14084.04
/tier_data/warm_file_348.txt,11,2804.04,15704.04
/tier_data/warm_file_349.txt,13,2144.04,8264.04
/tier_data/warm_file_350.txt,8,704.04,14204.04
/tier_data/warm_file_351.txt,15,3044.04,11804.04
/tier_data/warm_file_352.txt,12,344.04,14264.04
/tier_data/warm_file_353.txt,15,1124.04,15704.04
/tier_data/warm_file_354.txt,15,2264.04,11564.04
/tier_data/warm_file_355.txt,10,524.04,4484.04
/tier_data/warm_file_356.txt,15,1244.04,8864.04
/tier_data/warm_file_357.txt,16,2624.04,7724.04
/tier_data/warm_file_358.txt,10,464.04,7124.04
/tier_data/warm_file_359.txt,13,1904.04,9404.04
/tier_data/warm_file_360.txt,10,2384.04,15344.04
/tier_data/warm_file_361.txt,6,2924.04,5744.04
/tier_data/warm_file_362.txt,14,2204.04,14504.04
/tier_data/warm_file_363.txt,14,344.04,11084.04
/tier_data/warm_file_364.txt,12,284.04,8804.04
/tier_data/warm_file_365.txt,13,1844.04,7424.04
/tier_data/warm_file_366.txt,9,224.04,10304.04
/tier_data/warm_file_367.txt,8,2204.04,13364.04
/tier_data/warm_file_368.txt,11,2864.04,9284.04
/tier_data/warm_file_369.txt,8,944.04,6824.04
/tier_data/warm_file_370.txt,14,1184.04,16964.04
/tier_data/warm_file_371.txt,18,1184.04,15404.04
/tier_data/warm_file_372.txt,9,344.04,16244.04
/tier_data/warm_file_373.txt,18,1844.04,14684.04
/tier_data/warm_file_374.txt,15,224.04,5504.04
/tier_data/warm_file_375.txt,15,1544.04,14564.04
/tier_data/warm_file_376.txt,15,1244.04,13484.04
/tier_data/warm_file_377.txt,9,1244.04,15644.04
/tier_data/warm_file_378.txt,17,2624.04,9584.04
/tier_data/warm_file_379.txt,15,1364.04,4244.04
/tier_data/warm_file_380.txt,17,2624.04,9944.04
/tier_data/warm_file_381.txt,14,1424.04,7484.04
/tier_data/warm_file_382.txt,17,2264.04,15404.04
/tier_data/warm_file_383.txt,11,704.04,10244.04
/tier_data/warm_file_384.txt,13,164.04,10364.04
/tier_data/warm_file_385.txt,16,1004.04,10184.04
/tier_data/warm_file_386.txt,17,2864.04,17084.04
/tier_data/warm_file_387.txt,17,2324.04,16184.04
/tier_data/warm_file_388.txt,18,1724.04,4244.04
/tier_data/warm_file_389.txt,17,1484.04,17384.04
/tier_data/warm_file_390.txt,9,2264.04,16844.04
/tier_data/warm_file_391.txt,14,644.04,6344.04
/tier_data/warm_file_392.txt,10,644.04,6824.04
/tier_data/warm_file_393.txt,14,164.04,14024.04
/tier_data/warm_file_394.txt,13,2324.04,8744.04
/tier_data/warm_file_395.txt,16,224.04,15284.04
/tier_data/warm_file_396.txt,16,1244.04,11264.04
/tier_data/warm_file_397.txt,9,1064.04,16304.04
/tier_data/warm_file_398.txt,17,2144.04,5384.04
/tier_data/warm_file_399.txt,16,1004.04,17564.04
/tier_data/warm_file_400.txt,13,884.04,17264.04
/tier_data/warm_file_401.txt,14,1544.04,13604.04
/tier_data/warm_file_402.txt,8,584.04,15404.04
/tier_data/warm_file_403.txt,11,1544.04,15704.04
/tier_data/warm_file_404.txt,14,584.04,13004.04
/tier_data/warm_file_405.txt,20,764.04,17924.04
/tier_data/warm_file_406.txt,13,1004.04,6284.04
/tier_data/warm_file_407.txt,17,1604.04,14324.04
/tier_data/warm_file_408.txt,12,2504.04,13484.04
/tier_data/warm_file_409.txt,10,284.04,9104.04
/tier_data/warm_file_410.txt,17,1364.04,12464.04
/tier_data/warm_file_411.txt,13,2084.04,10604.04
/tier_data/warm_file_412.txt,12,524.04,14684.04
/tier_data/warm_file_413.txt,13,464.04,5324.04
/tier_data/warm_file_414.txt,8,344.04,9884.04
/tier_data/warm_file_415.txt,11,1544.04,13364.04
/tier_data/warm_file_416.txt,13,2864.04,11564.04
/tier_data/warm_file_417.txt,19,404.04,5204.04
/tier_data/warm_file_418.txt,9,104.04,9524.04
/tier_data/warm_file_419.txt,16,884.04,10844.04
/tier_data/warm_file_420.txt,12,2924.04,9284.04
/tier_data/warm_file_421.txt,14,2264.04,4904.04
/tier_data/warm_file_422.txt,19,1364.04,11924.04
/tier_data/warm_file_423.txt,14,1004.04,13964.04
/tier_data/warm_file_424.txt,13,104.04,11204.04
/tier_data/warm_file_425.txt,10,404.04,11264.04
/tier_data/warm_file_426.txt,18,2024.04,17024.04
/tier_data/warm_file_427.txt,12,1544.04,8564.04
/tier_data/warm_file_428.txt,12,404.04,5624.04
/tier_data/warm_file_429.txt,12,2444.04,13784.04
/tier_data/warm_file_430.txt,13,1784.04,10724.04
/tier_data/warm_file_431.txt,15,2084.04,4544.04
/tier_data/warm_file_432.txt,11,884.04,13184.04
/tier_data/warm_file_433.txt,8,1064.04,10784.04
/tier_data/warm_file_434.txt,17,584.04,5264.04
/tier_data/warm_file_435.txt,16,2864.04,11084.04
/tier_data/warm_file_436.txt,14,1664.04,14444.04
/tier_data/warm_file_437.txt,12,3044.04,15824.04
/tier_data/warm_file_438.txt,18,2624.04,12164.04
/tier_data/warm_file_439.txt,18,944.04,10004.04
/tier_data/warm_file_440.txt,19,1844.04,16424.04
/tier_data/warm_file_441.txt,13,2024.04,5624.04
/tier_data/warm_file_442.txt,9,3044.04,15104.04
/tier_data/warm_file_443.txt,12,2984.04,6524.04
/tier_data/warm_file_444.txt,8,1724.04,16004.04
/tier_data/warm_file_445.txt,15,1124.04,11324.04
/tier_data/warm_file_446.txt,12,2624.04,15644.04
/tier_data/warm_file_447.txt,19,764.04,6164.04
/tier_data/warm_file_448.txt,19,164.04,5024.04
/tier_data/warm_file_449.txt,19,884.04,13844.04
/tier_data/warm_file_450.txt,13,1364.04,15524.04
/tier_data/warm_file_451.txt,19,1124.04,6644.04
/tier_data/warm_file_452.txt,12,524.04,13904.04
/tier_data/warm_file_453.txt,10,284.04,5084.04
/tier_data/warm_file_454.txt,11,1424.04,14804.04
/tier_data/warm_file_455.txt,16,2924.04,10244.04
/tier_data/warm_file_456.txt,20,1604.04,13004.04
/tier_data/warm_file_457.txt,13,284.04,11744.04
/tier_data/warm_file_458.txt,14,2804.04,11204.04
/tier_data/warm_file_459.txt,17,2624.04,16724.04
/tier_data/warm_file_460.txt,17,2984.04,4784.04
/tier_data/warm_file_461.txt,18,1964.04,4844.04
/tier_data/warm_file_462.txt,12,464.04,15464.04
/tier_data/warm_file_463.txt,12,2264.04,8264.04
/tier_data/warm_file_464.txt,15,2264.04,7844.04
/tier_data/warm_file_465.txt,8,1724.04,10424.04
/tier_data/warm_file_466.txt,11,2624.04,8804.04
/tier_data/warm_file_467.txt,13,644.04,5204.04
/tier_data/warm_file_468.txt,17,2384.04,11624.04
/tier_data/warm_file_469.txt,12,2864.04,16664.04
/tier_data/warm_file_470.txt,16,2204.04,5984.04
/tier_data/warm_file_471.txt,8,2264.04,16004.04
/tier_data/warm_file_472.txt,14,1664.04,5504.04
/tier_data/warm_file_473.txt,9,2564.04,15224.04
/tier_data/warm_file_474.txt,16,3044.04,6164.04
/tier_data/warm_file_475.txt,12,1904.04,12524.04
/tier_data/warm_file_476.txt,13,284.04,4904.04
/tier_data/warm_file_477.txt,10,224.04,16904.04
/tier_data/warm_file_478.txt,14,2984.04,3824.04
/tier_data/warm_file_479.txt,18,1484.04,4784.04
/tier_data/warm_file_480.txt,6,1964.04,7424.04
/tier_data/warm_file_481.txt,10,464.04,8444.04
/tier_data/warm_file_482.txt,15,1904.04,11144.04
/tier_data/warm_file_483.txt,17,884.04,4784.04
/tier_data/warm_file_484.txt,12,2084.04,4784.04
/tier_data/warm_file_485.txt,14,404.04,4064.04
/tier_data/warm_file_486.txt,12,2264.04,5444.04
/tier_data/warm_file_487.txt,11,1604.04,7904.04
/tier_data/warm_file_488.txt,11,2624.04,13304.04
/tier_data/warm_file_489.txt,12,2444.04,17864.04
/tier_data/warm_file_490.txt,16,884.04,14504.04
/tier_data/warm_file_491.txt,15,2144.04,4124.04
/tier_data/warm_file_492.txt,10,2144.04,12704.04
/tier_data/warm_file_493.txt,13,104.04,5024.04
/tier_data/warm_file_494.txt,11,1664.04,8084.04
/tier_data/warm_file_495.txt,12,104.04,16724.04
/tier_data/warm_file_496.txt,11,2804.04,4004.04
/tier_data/warm_file_497.txt,13,2744.04,9764.04
/tier_data/warm_file_498.txt,17,2444.04,5204.04
/tier_data/warm_file_499.txt,17,1484.04,7724.04
/tier_data/warm_file_500.txt,16,2564.04,9104.04
/tier_data/warm_file_501.txt,14,2924.04,16004.04
/tier_data/warm_file_502.txt,8,824.04,8324.04
/tier_data/warm_file_503.txt,13,1724.04,6944.04
