file_path,access_count,recency_seconds,age_seconds,label
/tier_data/cold_file_645.txt,0,60852.19,11992.26,COLD
/tier_data/cold_file_646.txt,0,60852.16,18472.26,COLD
/tier_data/cold_file_647.txt,0,60852.13,9472.26,COLD
/tier_data/cold_file_648.txt,0,60852.1,8932.26,COLD
/tier_data/cold_file_649.txt,0,60852.07,15052.26,COLD
/tier_data/cold_file_650.txt,0,60852.04,4852.26,COLD
/tier_data/cold_file_651.txt,0,60852.0,7252.26,COLD
/tier_data/cold_file_652.txt,0,60851.57,9592.26,COLD
/tier_data/cold_file_653.txt,0,60851.54,12112.26,COLD
/tier_data/cold_file_654.txt,0,60851.1,6112.26,COLD
/tier_data/cold_file_655.txt,0,60851.07,16432.26,COLD
/tier_data/cold_file_656.txt,0,60851.04,5632.26,COLD
/tier_data/cold_file_657.txt,0,60851.01,16312.26,COLD
/tier_data/cold_file_658.txt,0,60850.58,13012.26,COLD
/tier_data/cold_file_659.txt,0,60850.55,15292.26,COLD
/tier_data/cold_file_660.txt,0,60850.52,15772.26,COLD
/tier_data/cold_file_661.txt,0,60850.09,6772.26,COLD
/tier_data/cold_file_662.txt,0,60849.65,14152.26,COLD
/tier_data/cold_file_663.txt,0,60849.62,14512.26,COLD
/tier_data/cold_file_664.txt,0,60849.59,7612.26,COLD
/tier_data/cold_file_665.txt,0,60849.56,16252.26,COLD
/tier_data/cold_file_666.txt,0,60849.53,16972.26,COLD
/tier_data/cold_file_667.txt,0,60849.51,15712.26,COLD
/tier_data/cold_file_668.txt,0,60849.48,15412.26,COLD
/tier_data/cold_file_669.txt,0,60849.04,15352.26,COLD
/tier_data/cold_file_670.txt,0,60849.01,14692.26,COLD
/tier_data/cold_file_671.txt,0,60848.98,6892.26,COLD
/tier_data/cold_file_672.txt,0,60848.95,8872.26,COLD
/tier_data/cold_file_673.txt,0,60848.93,17512.26,COLD
/tier_data/cold_file_674.txt,0,60848.49,10192.26,COLD
/tier_data/cold_file_675.txt,0,60848.06,6532.26,COLD
/tier_data/cold_file_676.txt,0,60848.03,8812.26,COLD
/tier_data/cold_file_677.txt,0,60848.01,11332.26,COLD
/tier_data/cold_file_678.txt,0,60847.56,6292.26,COLD
/tier_data/cold_file_679.txt,0,60847.5,6532.26,COLD
/tier_data/cold_file_680.txt,0,60847.47,18472.26,COLD
/tier_data/cold_file_681.txt,0,60847.45,6652.26,COLD
/tier_data/cold_file_682.txt,0,60847.42,14032.26,COLD
/tier_data/cold_file_683.txt,0,60847.39,13192.26,COLD
/tier_data/cold_file_684.txt,0,60847.37,6412.26,COLD
/tier_data/cold_file_685.txt,0,60847.34,9652.26,COLD
/tier_data/cold_file_686.txt,0,60847.31,16552.26,COLD
/tier_data/cold_file_687.txt,0,60847.28,16912.26,COLD
/tier_data/cold_file_688.txt,0,60847.25,5872.26,COLD
/tier_data/cold_file_689.txt,0,60846.81,9772.26,COLD
/tier_data/cold_file_690.txt,0,60846.38,11752.26,COLD
/tier_data/cold_file_691.txt,0,60846.35,12952.26,COLD
/tier_data/cold_file_692.txt,0,60846.32,14032.26,COLD
/tier_data/cold_file_693.txt,0,60846.3,14752.26,COLD
/tier_data/cold_file_694.txt,0,60846.28,14812.26,COLD
/tier_data/cold_file_695.txt,0,60846.25,16312.26,COLD
/tier_data/cold_file_696.txt,0,60846.22,10732.26,COLD
/tier_data/cold_file_697.txt,0,60845.8,9832.26,COLD
/tier_data/cold_file_698.txt,0,60845.76,16852.26,COLD
/tier_data/cold_file_699.txt,0,60845.74,11332.26,COLD
/tier_data/cold_file_700.txt,0,60845.71,7552.26,COLD
/tier_data/cold_file_701.txt,0,60845.68,5092.26,COLD
/tier_data/cold_file_702.txt,0,60845.66,12832.26,COLD
/tier_data/cold_file_703.txt,0,60845.63,6592.26,COLD
/tier_data/cold_file_704.txt,0,60845.6,10972.26,COLD
/tier_data/cold_file_705.txt,0,60845.57,18172.26,COLD
/tier_data/cold_file_706.txt,0,60845.55,16672.26,COLD
/tier_data/cold_file_707.txt,0,60845.52,18172.26,COLD
/tier_data/cold_file_708.txt,0,60845.09,8872.26,COLD
/tier_data/cold_file_709.txt,0,60845.06,4492.26,COLD
/tier_data/cold_file_710.txt,0,60844.62,5152.26,COLD
/tier_data/cold_file_711.txt,0,60844.6,10492.26,COLD
/tier_data/cold_file_712.txt,0,60844.57,11992.26,COLD
/tier_data/cold_file_713.txt,0,60844.54,6652.26,COLD
/tier_data/cold_file_714.txt,0,60844.51,12952.26,COLD
/tier_data/cold_file_715.txt,0,60844.08,13192.26,COLD
/tier_data/cold_file_716.txt,0,60844.05,10132.26,COLD
/tier_data/cold_file_717.txt,0,60844.02,16132.26,COLD
/tier_data/cold_file_718.txt,0,60843.59,4552.26,COLD
/tier_data/cold_file_719.txt,0,60843.56,18232.26,COLD
/tier_data/cold_file_720.txt,0,60843.53,12532.26,COLD
/tier_data/cold_file_721.txt,0,60843.1,7972.26,COLD
/tier_data/cold_file_722.txt,0,60843.07,16972.26,COLD
/tier_data/cold_file_723.txt,0,60843.03,17392.26,COLD
/tier_data/cold_file_724.txt,0,60843.0,6772.26,COLD
/tier_data/cold_file_725.txt,0,60842.97,16492.26,COLD
/tier_data/cold_file_726.txt,0,60842.54,14092.26,COLD
/tier_data/cold_file_727.txt,0,60842.51,4672.26,COLD
/tier_data/cold_file_728.txt,0,60842.48,6952.26,COLD
/tier_data/cold_file_729.txt,0,60842.45,12652.26,COLD
/tier_data/cold_file_730.txt,0,60842.42,8812.26,COLD
/tier_data/cold_file_731.txt,0,60841.99,17812.26,COLD
/tier_data/cold_file_732.txt,0,60841.97,16492.26,COLD
/tier_data/cold_file_733.txt,0,60841.54,10732.26,COLD
/tier_data/cold_file_734.txt,0,60841.5,10312.26,COLD
/tier_data/cold_file_735.txt,0,60841.48,13372.26,COLD
/tier_data/cold_file_736.txt,0,60841.05,5512.26,COLD
/tier_data/cold_file_737.txt,0,60840.61,6712.26,COLD
/tier_data/cold_file_738.txt,0,60840.19,17932.26,COLD
/tier_data/cold_file_739.txt,0,60840.16,17872.26,COLD
/tier_data/cold_file_740.txt,0,60840.13,7852.26,COLD
/tier_data/cold_file_741.txt,0,60840.1,5452.26,COLD
/tier_data/cold_file_742.txt,0,60840.07,16012.26,COLD
/tier_data/cold_file_743.txt,0,60839.64,7732.26,COLD
/tier_data/cold_file_744.txt,0,60839.21,9112.26,COLD
/tier_data/cold_file_745.txt,0,60838.77,14992.26,COLD
/tier_data/cold_file_746.txt,0,60838.75,4372.26,COLD
/tier_data/cold_file_747.txt,0,60838.72,17812.26,COLD
/tier_data/cold_file_748.txt,0,60838.7,12952.26,COLD
/tier_data/cold_file_749.txt,0,60838.27,5992.26,COLD
/tier_data/cold_file_750.txt,0,60837.83,9772.26,COLD
/tier_data/cold_file_751.txt,0,60837.8,8812.26,COLD
/tier_data/cold_file_752.txt,0,60837.37,10312.26,COLD
/tier_data/cold_file_753.txt,0,60837.34,15292.26,COLD
/tier_data/cold_file_754.txt,0,60836.91,18472.26,COLD
/tier_data/cold_file_755.txt,0,60836.88,13072.26,COLD
/tier_data/cold_file_756.txt,0,60836.86,8512.26,COLD
/tier_data/cold_file_757.txt,0,60836.83,8032.26,COLD
/tier_data/cold_file_758.txt,0,60836.4,10972.26,COLD
/tier_data/cold_file_759.txt,0,60836.37,13792.26,COLD
/tier_data/cold_file_760.txt,0,60835.94,16612.26,COLD
/tier_data/cold_file_761.txt,0,60835.5,4792.26,COLD
/tier_data/cold_file_762.txt,0,60835.06,8992.26,COLD
/tier_data/cold_file_763.txt,0,60835.04,11032.26,COLD
/tier_data/cold_file_764.txt,0,60835.01,14332.26,COLD
/tier_data/cold_file_765.txt,0,60834.57,15472.26,COLD
/tier_data/cold_file_766.txt,0,60834.13,12652.26,COLD
/tier_data/cold_file_767.txt,0,60833.7,13492.26,COLD
/tier_data/cold_file_768.txt,0,60833.27,11392.26,COLD
/tier_data/cold_file_769.txt,0,60832.84,18232.26,COLD
/tier_data/cold_file_770.txt,0,60832.41,14812.26,COLD
/tier_data/cold_file_771.txt,0,60832.38,4492.26,COLD
/tier_data/cold_file_772.txt,0,60832.35,16312.26,COLD
/tier_data/cold_file_773.txt,0,60831.92,14212.26,COLD
/tier_data/cold_file_774.txt,0,60831.49,18352.26,COLD
/tier_data/cold_file_775.txt,0,60831.06,16432.26,COLD
/tier_data/cold_file_776.txt,0,60830.62,6892.26,COLD
/tier_data/cold_file_777.txt,0,60830.19,12112.26,COLD
/tier_data/cold_file_778.txt,0,60829.76,11632.26,COLD
/tier_data/cold_file_779.txt,0,60829.73,6052.26,COLD
/tier_data/cold_file_780.txt,0,60829.3,4972.26,COLD
/tier_data/cold_file_781.txt,0,60828.87,4432.26,COLD
/tier_data/cold_file_782.txt,0,60828.44,8572.26,COLD
/tier_data/cold_file_783.txt,0,60828.41,15352.26,COLD
/tier_data/cold_file_784.txt,0,60828.39,9352.26,COLD
/tier_data/cold_file_785.txt,0,60828.36,14512.26,COLD
/tier_data/cold_file_786.txt,0,60827.93,5692.26,COLD
/tier_data/cold_file_787.txt,0,60827.49,11752.26,COLD
/tier_data/cold_file_788.txt,0,60827.06,10612.26,COLD
/tier_data/cold_file_789.txt,0,60827.03,12952.26,COLD
/tier_data/cold_file_790.txt,0,60827.0,6952.26,COLD
/tier_data/cold_file_791.txt,0,60826.98,4792.26,COLD
/tier_data/cold_file_792.txt,0,60826.95,4792.26,COLD
/tier_data/cold_file_793.txt,0,60826.51,12052.26,COLD
/tier_data/cold_file_794.txt,0,60826.07,7372.26,COLD
/tier_data/cold_file_795.txt,0,60826.04,5572.26,COLD
/tier_data/cold_file_796.txt,0,60826.01,6772.26,COLD
/tier_data/cold_file_797.txt,0,60825.99,7972.26,COLD
/tier_data/cold_file_798.txt,0,60825.56,9772.26,COLD
/tier_data/cold_file_799.txt,0,60825.53,7792.26,COLD
/tier_data/cold_file_800.txt,0,60825.1,13372.26,COLD
/tier_data/cold_file_801.txt,0,60825.05,10012.26,COLD
/tier_data/cold_file_802.txt,0,60825.02,12952.26,COLD
/tier_data/cold_file_803.txt,0,60824.99,17812.26,COLD
/tier_data/cold_file_804.txt,0,60824.97,5512.26,COLD
/tier_data/cold_file_805.txt,0,60824.54,7432.26,COLD
/tier_data/cold_file_806.txt,0,60824.1,5452.26,COLD
/tier_data/cold_file_807.txt,0,60823.67,11932.26,COLD
/tier_data/cold_file_808.txt,0,60823.65,5752.26,COLD
/tier_data/cold_file_809.txt,0,60823.62,6892.26,COLD
/tier_data/cold_file_810.txt,0,60823.19,4492.26,COLD
/tier_data/cold_file_811.txt,0,60822.76,17992.26,COLD
/tier_data/cold_file_812.txt,0,60822.74,14092.26,COLD
/tier_data/cold_file_813.txt,0,60822.71,18232.26,COLD
/tier_data/cold_file_814.txt,0,60822.68,11212.26,COLD
/tier_data/cold_file_815.txt,0,60822.25,5032.26,COLD
/tier_data/cold_file_816.txt,0,60821.82,9352.26,COLD
/tier_data/cold_file_817.txt,0,60821.79,12952.26,COLD
/tier_data/cold_file_818.txt,0,60821.35,11092.26,COLD
/tier_data/cold_file_819.txt,0,60820.91,18172.26,COLD
/tier_data/cold_file_820.txt,0,60820.89,17332.26,COLD
/tier_data/cold_file_821.txt,0,60820.86,17692.26,COLD
/tier_data/cold_file_822.txt,0,60820.42,9652.26,COLD
/tier_data/cold_file_823.txt,0,60819.99,17932.26,COLD
/tier_data/cold_file_824.txt,0,60819.97,4312.26,COLD
/tier_data/cold_file_825.txt,0,60819.53,13132.26,COLD
/tier_data/cold_file_826.txt,0,60819.51,16312.26,COLD
/tier_data/cold_file_827.txt,0,60819.08,9292.26,COLD
/tier_data/cold_file_828.txt,0,60818.65,4912.26,COLD
/tier_data/cold_file_829.txt,0,60818.22,10792.26,COLD
/tier_data/cold_file_830.txt,0,60818.19,5512.26,COLD
/tier_data/cold_file_831.txt,0,60817.76,12772.26,COLD
/tier_data/cold_file_832.txt,0,60817.73,14332.26,COLD
/tier_data/cold_file_833.txt,0,60817.3,5632.26,COLD
/tier_data/cold_file_834.txt,0,60816.87,5392.26,COLD
/tier_data/cold_file_835.txt,0,60816.44,12052.26,COLD
/tier_data/cold_file_836.txt,0,60816.02,7792.26,COLD
/tier_data/cold_file_837.txt,0,60815.59,15472.26,COLD
/tier_data/cold_file_838.txt,0,60815.56,14272.26,COLD
/tier_data/cold_file_839.txt,0,60815.54,14992.26,COLD
/tier_data/cold_file_840.txt,0,60815.11,5872.26,COLD
/tier_data/cold_file_841.txt,0,60815.08,18532.26,COLD
/tier_data/cold_file_842.txt,0,60815.05,15532.26,COLD
/tier_data/cold_file_843.txt,0,60814.62,7612.26,COLD
/tier_data/cold_file_844.txt,0,60814.19,12172.26,COLD
/tier_data/cold_file_845.txt,0,60813.76,13672.26,COLD
/tier_data/cold_file_846.txt,0,60813.33,13612.26,COLD
/tier_data/cold_file_847.txt,0,60813.3,16792.26,COLD
/tier_data/cold_file_848.txt,0,60813.27,14932.26,COLD
/tier_data/cold_file_849.txt,0,60812.84,5932.26,COLD
/tier_data/cold_file_850.txt,0,60812.41,14812.26,COLD
/tier_data/cold_file_851.txt,0,60812.39,15532.26,COLD
/tier_data/cold_file_852.txt,0,60811.96,6052.26,COLD
/tier_data/cold_file_853.txt,0,60811.94,4312.26,COLD
/tier_data/cold_file_854.txt,0,60811.51,5032.26,COLD
/tier_data/cold_file_855.txt,0,60811.07,17872.26,COLD
/tier_data/cold_file_856.txt,0,60810.64,15772.26,COLD
/tier_data/cold_file_857.txt,0,60810.61,5692.26,COLD
/tier_data/cold_file_858.txt,0,60810.19,16972.26,COLD
/tier_data/cold_file_859.txt,0,60809.76,11572.26,COLD
/tier_data/cold_file_860.txt,0,60809.73,7192.26,COLD
/tier_data/cold_file_861.txt,0,60809.7,15052.26,COLD
/tier_data/cold_file_862.txt,0,60809.68,9232.26,COLD
/tier_data/cold_file_863.txt,0,60809.66,10432.26,COLD
/tier_data/cold_file_864.txt,0,60809.22,16972.26,COLD
/tier_data/cold_file_865.txt,0,60808.79,4312.26,COLD
/tier_data/cold_file_866.txt,0,60808.35,6832.26,COLD
/tier_data/cold_file_867.txt,0,60807.92,11272.26,COLD
/tier_data/cold_file_868.txt,0,60807.49,8572.26,COLD
/tier_data/cold_file_869.txt,0,60807.05,16012.26,COLD
/tier_data/cold_file_870.txt,0,60806.62,14272.26,COLD
/tier_data/cold_file_871.txt,0,60806.18,14692.26,COLD
/tier_data/cold_file_872.txt,0,60806.15,7252.26,COLD
/tier_data/cold_file_873.txt,0,60805.72,13252.26,COLD
/tier_data/cold_file_874.txt,0,60805.29,17632.26,COLD
/tier_data/cold_file_875.txt,0,60805.26,10252.26,COLD
/tier_data/cold_file_876.txt,0,60804.83,13792.26,COLD
/tier_data/cold_file_877.txt,0,60804.81,15292.26,COLD
/tier_data/cold_file_878.txt,0,60804.38,12892.26,COLD
/tier_data/cold_file_879.txt,0,60803.94,5272.26,COLD
/tier_data/cold_file_880.txt,0,60803.51,5872.26,COLD
/tier_data/cold_file_881.txt,0,60803.08,12772.26,COLD
/tier_data/cold_file_882.txt,0,60803.05,4612.26,COLD
/tier_data/cold_file_883.txt,0,60803.02,15412.26,COLD
/tier_data/cold_file_884.txt,0,60802.99,6772.26,COLD
/tier_data/cold_file_885.txt,0,60802.97,12772.26,COLD
/tier_data/cold_file_886.txt,0,60802.54,8812.26,COLD
/tier_data/cold_file_887.txt,0,60802.51,16132.26,COLD
/tier_data/cold_file_888.txt,0,60802.08,16372.26,COLD
/tier_data/cold_file_889.txt,0,60802.05,9772.26,COLD
/tier_data/cold_file_890.txt,0,60801.62,18712.26,COLD
/tier_data/cold_file_891.txt,0,60801.6,5572.26,COLD
/tier_data/cold_file_892.txt,0,60801.16,6292.26,COLD
/tier_data/cold_file_893.txt,0,60801.14,5452.26,COLD
/tier_data/cold_file_894.txt,0,60801.11,16312.26,COLD
/tier_data/cold_file_895.txt,0,60800.68,9052.26,COLD
/tier_data/cold_file_896.txt,0,60800.64,11872.26,COLD
/tier_data/cold_file_897.txt,0,60800.2,8632.26,COLD
/tier_data/cold_file_898.txt,0,60799.77,15172.26,COLD
/tier_data/cold_file_899.txt,0,60799.34,7492.26,COLD
/tier_data/cold_file_900.txt,0,60798.9,18472.26,COLD
/tier_data/cold_file_901.txt,0,60798.88,16012.26,COLD
/tier_data/cold_file_902.txt,0,60798.85,4672.26,COLD
/tier_data/cold_file_903.txt,0,60798.42,9292.26,COLD
/tier_data/cold_file_904.txt,0,60797.99,4492.26,COLD
/tier_data/cold_file_905.txt,0,60797.55,12712.26,COLD
/tier_data/cold_file_906.txt,0,60797.53,18232.26,COLD
/tier_data/cold_file_907.txt,0,60797.51,10552.26,COLD
/tier_data/cold_file_908.txt,0,60797.07,6832.26,COLD
/tier_data/cold_file_909.txt,0,60797.05,17752.26,COLD
/tier_data/cold_file_910.txt,0,60796.61,8452.26,COLD
/tier_data/cold_file_911.txt,0,60796.18,16372.26,COLD
/tier_data/cold_file_912.txt,0,60795.75,12832.26,COLD
/tier_data/cold_file_913.txt,0,60795.72,10672.26,COLD
/tier_data/cold_file_914.txt,0,60795.3,12412.26,COLD
/tier_data/cold_file_915.txt,0,60794.87,16912.26,COLD
/tier_data/cold_file_916.txt,0,60794.84,6832.26,COLD
/tier_data/cold_file_917.txt,0,60794.41,6052.26,COLD
/tier_data/cold_file_918.txt,0,60793.98,10192.26,COLD
/tier_data/cold_file_919.txt,0,60793.55,7852.26,COLD
/tier_data/cold_file_920.txt,0,60793.53,5572.26,COLD
/tier_data/cold_file_921.txt,0,60793.5,9952.26,COLD
/tier_data/cold_file_922.txt,0,60793.06,18352.26,COLD
/tier_data/cold_file_923.txt,0,60792.63,9412.26,COLD
/tier_data/cold_file_924.txt,0,60792.2,10132.26,COLD
/tier_data/cold_file_925.txt,0,60791.77,10132.26,COLD
/tier_data/cold_file_926.txt,0,60791.74,12352.26,COLD
/tier_data/cold_file_927.txt,0,60791.72,11212.26,COLD
/tier_data/cold_file_928.txt,0,60791.69,14932.26,COLD
/tier_data/cold_file_929.txt,0,60791.26,10552.26,COLD
/tier_data/cold_file_930.txt,0,60790.83,11392.26,COLD
/tier_data/cold_file_931.txt,0,60790.4,18532.26,COLD
/tier_data/cold_file_932.txt,0,60789.96,12952.26,COLD
/tier_data/cold_file_933.txt,0,60789.53,9352.26,COLD
/tier_data/cold_file_934.txt,0,60789.1,18172.26,COLD
/tier_data/cold_file_935.txt,0,60788.67,5512.26,COLD
/tier_data/cold_file_936.txt,0,60788.24,9532.26,COLD
/tier_data/cold_file_937.txt,0,60787.81,8272.26,COLD
/tier_data/cold_file_938.txt,0,60787.78,17992.26,COLD
/tier_data/cold_file_939.txt,0,60787.35,12172.26,COLD
/tier_data/cold_file_940.txt,0,60786.92,10072.26,COLD
/tier_data/cold_file_941.txt,0,60786.49,15472.26,COLD
/tier_data/cold_file_942.txt,0,60786.46,12532.26,COLD
/tier_data/cold_file_943.txt,0,60786.43,17092.26,COLD
/tier_data/cold_file_944.txt,0,60786.0,10492.26,COLD
/tier_data/cold_file_945.txt,0,60785.57,4672.26,COLD
/tier_data/cold_file_946.txt,0,60785.14,10432.26,COLD
/tier_data/cold_file_947.txt,0,60784.71,12832.26,COLD
/tier_data/cold_file_948.txt,0,60784.27,7972.26,COLD
/tier_data/cold_file_949.txt,0,60783.82,14152.26,COLD
/tier_data/cold_file_950.txt,0,60783.37,9712.26,COLD
/tier_data/cold_file_951.txt,0,60782.95,11812.26,COLD
/tier_data/cold_file_952.txt,0,60782.92,17272.26,COLD
/tier_data/cold_file_953.txt,0,60782.89,12292.26,COLD
/tier_data/cold_file_954.txt,0,60782.87,13612.26,COLD
/tier_data/cold_file_955.txt,0,60782.44,16972.26,COLD
/tier_data/cold_file_956.txt,0,60782.01,4552.26,COLD
/tier_data/cold_file_957.txt,0,60781.57,12052.26,COLD
/tier_data/cold_file_958.txt,0,60781.14,6352.26,COLD
/tier_data/cold_file_959.txt,0,60780.7,10192.26,COLD
/tier_data/cold_file_960.txt,0,60780.68,17572.26,COLD
/tier_data/cold_file_961.txt,0,60780.25,17632.26,COLD
/tier_data/cold_file_962.txt,0,60779.81,18472.26,COLD
/tier_data/cold_file_963.txt,0,60779.38,7852.26,COLD
/tier_data/cold_file_964.txt,0,60778.95,7792.26,COLD
/tier_data/cold_file_965.txt,0,60778.52,8332.26,COLD
/tier_data/cold_file_966.txt,0,60778.5,9832.26,COLD
/tier_data/cold_file_967.txt,0,60778.07,12832.26,COLD
/tier_data/cold_file_968.txt,0,60778.04,11992.26,COLD
/tier_data/cold_file_969.txt,0,60777.61,12052.26,COLD
/tier_data/cold_file_970.txt,0,60777.59,17572.26,COLD
/tier_data/cold_file_971.txt,0,60777.16,5392.26,COLD
/tier_data/cold_file_972.txt,0,60776.74,10432.26,COLD
/tier_data/cold_file_973.txt,0,60776.31,4492.26,COLD
/tier_data/cold_file_974.txt,0,60775.87,10312.26,COLD
/tier_data/cold_file_975.txt,0,60775.85,8032.26,COLD
/tier_data/cold_file_976.txt,0,60775.82,13492.26,COLD
/tier_data/cold_file_977.txt,0,60775.8,6112.26,COLD
/tier_data/cold_file_978.txt,0,60775.37,8032.26,COLD
/tier_data/cold_file_979.txt,0,60775.35,9352.26,COLD
/tier_data/cold_file_980.txt,0,60775.33,8092.26,COLD
/tier_data/cold_file_981.txt,0,60775.3,16492.26,COLD
/tier_data/cold_file_982.txt,0,60774.87,11092.26,COLD
/tier_data/cold_file_983.txt,0,60774.85,6712.26,COLD
/tier_data/cold_file_984.txt,0,60774.41,15412.26,COLD
/tier_data/cold_file_985.txt,0,60773.98,17152.26,COLD
/tier_data/cold_file_986.txt,0,60773.96,16972.26,COLD
/tier_data/cold_file_987.txt,0,60773.52,8752.26,COLD
/tier_data/cold_file_988.txt,0,60773.09,11872.26,COLD
/tier_data/cold_file_989.txt,0,60773.06,11332.26,COLD
/tier_data/cold_file_990.txt,0,60772.63,5512.26,COLD
/tier_data/cold_file_991.txt,0,60772.61,11512.26,COLD
/tier_data/cold_file_992.txt,0,60772.18,10192.26,COLD
/tier_data/cold_file_993.txt,0,60772.15,11812.26,COLD
/tier_data/cold_file_994.txt,0,60771.72,11872.26,COLD
/tier_data/cold_file_995.txt,0,60771.29,15052.26,COLD
/tier_data/cold_file_996.txt,0,60770.86,4372.26,COLD
/tier_data/cold_file_997.txt,0,60770.43,15772.26,COLD
/tier_data/cold_file_998.txt,0,60769.99,18472.26,COLD
